trial_id,qid,task,model,choice,confidence,correct
12307,GABOR-0659,Gabor,gemma3_27b,B,2,1
12308,GABOR-0660,Gabor,gemma3_27b,B,5,0
12309,GABOR-0661,Gabor,gemma3_27b,B,5,0
12310,GABOR-0662,Gabor,gemma3_27b,A,5,0
12311,GABOR-0663,Gabor,gemma3_27b,A,5,0
12312,GABOR-0664,Gabor,gemma3_27b,A,5,1
12313,GABOR-0665,Gabor,gemma3_27b,B,3,0
12314,GABOR-0666,Gabor,gemma3_27b,A,2,0
12315,GABOR-0667,Gabor,gemma3_27b,A,5,1
12316,GABOR-0668,Gabor,gemma3_27b,B,5,0
12317,GABOR-0669,Gabor,gemma3_27b,A,3,0
12318,GABOR-0670,Gabor,gemma3_27b,B,2,1
12319,GABOR-0671,Gabor,gemma3_27b,B,2,0
12320,GABOR-0672,Gabor,gemma3_27b,A,2,0
12321,GABOR-0673,Gabor,gemma3_27b,A,2,0
12322,GABOR-0674,Gabor,gemma3_27b,A,2,1
12323,GABOR-0675,Gabor,gemma3_27b,A,5,0
12324,GABOR-0676,Gabor,gemma3_27b,A,2,0
12325,GABOR-0677,Gabor,gemma3_27b,A,5,0
12326,GABOR-0678,Gabor,gemma3_27b,A,5,0
12327,GABOR-0679,Gabor,gemma3_27b,A,5,1
12328,GABOR-0680,Gabor,gemma3_27b,A,5,1
12329,GABOR-0681,Gabor,gemma3_27b,A,5,1
12330,GABOR-0682,Gabor,gemma3_27b,A,5,0
12331,GABOR-0683,Gabor,gemma3_27b,A,5,1
12332,GABOR-0684,Gabor,gemma3_27b,A,5,1
12333,GABOR-0685,Gabor,gemma3_27b,A,5,1
12334,GABOR-0686,Gabor,gemma3_27b,A,5,0
12335,GABOR-0687,Gabor,gemma3_27b,A,5,0
12336,GABOR-0688,Gabor,gemma3_27b,A,5,1
12337,GABOR-0689,Gabor,gemma3_27b,A,3,0
12338,GABOR-0690,Gabor,gemma3_27b,A,5,1
12339,GABOR-0691,Gabor,gemma3_27b,A,2,0
12340,GABOR-0692,Gabor,gemma3_27b,A,5,0
12341,GABOR-0693,Gabor,gemma3_27b,A,5,0
12342,GABOR-0694,Gabor,gemma3_27b,A,5,0
12343,GABOR-0695,Gabor,gemma3_27b,A,5,1
12344,GABOR-0696,Gabor,gemma3_27b,A,5,0
12345,GABOR-0697,Gabor,gemma3_27b,A,5,1
12346,GABOR-0698,Gabor,gemma3_27b,A,5,1
12347,GABOR-0699,Gabor,gemma3_27b,B,5,0
12348,GABOR-0700,Gabor,gemma3_27b,A,5,1
12349,GABOR-0701,Gabor,gemma3_27b,A,5,1
12350,GABOR-0702,Gabor,gemma3_27b,A,5,0
12351,GABOR-0703,Gabor,gemma3_27b,A,5,0
12352,GABOR-0704,Gabor,gemma3_27b,A,5,1
12353,GABOR-0705,Gabor,gemma3_27b,A,5,1
12354,GABOR-0706,Gabor,gemma3_27b,A,5,1
12355,GABOR-0707,Gabor,gemma3_27b,A,5,1
12356,GABOR-0708,Gabor,gemma3_27b,A,2,0
12357,GABOR-0709,Gabor,gemma3_27b,A,5,1
12358,GABOR-0710,Gabor,gemma3_27b,A,5,0
12359,GABOR-0711,Gabor,gemma3_27b,A,5,0
12360,GABOR-0712,Gabor,gemma3_27b,A,5,0
12361,GABOR-0713,Gabor,gemma3_27b,A,5,0
12362,GABOR-0714,Gabor,gemma3_27b,A,5,1
12363,GABOR-0715,Gabor,gemma3_27b,A,5,1
12364,GABOR-0716,Gabor,gemma3_27b,A,5,0
12365,GABOR-0717,Gabor,gemma3_27b,A,5,1
12366,GABOR-0718,Gabor,gemma3_27b,A,5,0
12367,GABOR-0719,Gabor,gemma3_27b,A,5,0
12368,GABOR-0720,Gabor,gemma3_27b,A,5,1
12369,GABOR-0721,Gabor,gemma3_27b,A,5,0
12370,GABOR-0722,Gabor,gemma3_27b,A,5,1
12371,GABOR-0723,Gabor,gemma3_27b,A,5,0
12372,GABOR-0724,Gabor,gemma3_27b,A,5,1
12373,GABOR-0725,Gabor,gemma3_27b,A,5,0
12374,GABOR-0726,Gabor,gemma3_27b,A,5,0
12375,GABOR-0727,Gabor,gemma3_27b,A,5,0
12376,GABOR-0728,Gabor,gemma3_27b,A,5,1
12377,GABOR-0729,Gabor,gemma3_27b,A,5,1
12378,GABOR-0730,Gabor,gemma3_27b,A,5,1
12379,GABOR-0731,Gabor,gemma3_27b,A,5,0
12380,GABOR-0732,Gabor,gemma3_27b,A,5,1
12381,GABOR-0733,Gabor,gemma3_27b,A,5,0
12382,GABOR-0734,Gabor,gemma3_27b,A,5,0
12383,GABOR-0735,Gabor,gemma3_27b,A,5,1
12384,GABOR-0736,Gabor,gemma3_27b,A,5,1
12385,GABOR-0737,Gabor,gemma3_27b,A,5,0
12386,GABOR-0738,Gabor,gemma3_27b,A,5,0
12387,GABOR-0739,Gabor,gemma3_27b,B,5,0
12388,GABOR-0740,Gabor,gemma3_27b,A,5,0
12389,GABOR-0741,Gabor,gemma3_27b,A,5,1
12390,GABOR-0742,Gabor,gemma3_27b,A,5,0
12391,GABOR-0743,Gabor,gemma3_27b,A,5,0
12392,GABOR-0744,Gabor,gemma3_27b,A,5,1
12393,GABOR-0745,Gabor,gemma3_27b,A,5,0
12394,GABOR-0746,Gabor,gemma3_27b,A,5,1
12395,GABOR-0747,Gabor,gemma3_27b,A,5,0
12396,GABOR-0748,Gabor,gemma3_27b,A,5,0
12397,GABOR-0749,Gabor,gemma3_27b,A,5,1
12398,GABOR-0750,Gabor,gemma3_27b,A,5,1
12399,GABOR-0751,Gabor,gemma3_27b,A,5,0
12400,GABOR-0752,Gabor,gemma3_27b,A,5,0
12401,GABOR-0753,Gabor,gemma3_27b,A,5,0
12402,GABOR-0754,Gabor,gemma3_27b,A,5,0
12403,GABOR-0755,Gabor,gemma3_27b,A,5,0
12404,GABOR-0756,Gabor,gemma3_27b,A,5,1
12405,GABOR-0757,Gabor,gemma3_27b,A,5,1
12406,GABOR-0758,Gabor,gemma3_27b,A,5,0
12407,GABOR-0759,Gabor,gemma3_27b,A,5,0
12408,GABOR-0760,Gabor,gemma3_27b,A,5,1
12409,GABOR-0761,Gabor,gemma3_27b,A,5,1
12410,GABOR-0762,Gabor,gemma3_27b,A,5,0
12411,GABOR-0763,Gabor,gemma3_27b,A,5,0
12412,GABOR-0764,Gabor,gemma3_27b,A,5,0
12413,GABOR-0765,Gabor,gemma3_27b,A,5,0
12414,GABOR-0766,Gabor,gemma3_27b,A,5,0
12415,GABOR-0767,Gabor,gemma3_27b,A,5,0
12416,GABOR-0768,Gabor,gemma3_27b,A,5,1
12417,GABOR-0769,Gabor,gemma3_27b,A,5,0
12418,GABOR-0770,Gabor,gemma3_27b,A,2,0
12419,GABOR-0771,Gabor,gemma3_27b,B,3,0
12420,GABOR-0772,Gabor,gemma3_27b,A,2,0
12421,GABOR-0773,Gabor,gemma3_27b,A,5,0
12422,GABOR-0774,Gabor,gemma3_27b,A,2,0
12423,GABOR-0775,Gabor,gemma3_27b,A,5,0
12424,GABOR-0776,Gabor,gemma3_27b,B,5,0
12425,GABOR-0777,Gabor,gemma3_27b,A,5,0
12426,GABOR-0778,Gabor,gemma3_27b,B,2,0
12427,GABOR-0779,Gabor,gemma3_27b,A,5,1
12428,GABOR-0780,Gabor,gemma3_27b,A,5,0
12429,GABOR-0781,Gabor,gemma3_27b,A,5,0
12430,GABOR-0782,Gabor,gemma3_27b,B,3,0
12431,GABOR-0783,Gabor,gemma3_27b,B,3,0
12432,GABOR-0784,Gabor,gemma3_27b,A,5,0
12433,GABOR-0785,Gabor,gemma3_27b,A,5,0
12434,GABOR-0786,Gabor,gemma3_27b,B,2,1
12435,GABOR-0787,Gabor,gemma3_27b,B,2,0
12436,GABOR-0788,Gabor,gemma3_27b,B,5,0
12437,GABOR-0789,Gabor,gemma3_27b,A,5,0
12438,GABOR-0790,Gabor,gemma3_27b,B,5,0
12439,GABOR-0791,Gabor,gemma3_27b,B,3,0
12440,GABOR-0792,Gabor,gemma3_27b,B,5,0
12441,GABOR-0793,Gabor,gemma3_27b,A,3,0
12442,GABOR-0794,Gabor,gemma3_27b,A,2,0
12443,GABOR-0795,Gabor,gemma3_27b,A,5,0
12444,GABOR-0796,Gabor,gemma3_27b,B,5,0
12445,GABOR-0797,Gabor,gemma3_27b,A,3,0
12446,GABOR-0798,Gabor,gemma3_27b,B,1,0
12447,GABOR-0799,Gabor,gemma3_27b,A,5,0
12448,GABOR-0800,Gabor,gemma3_27b,A,5,0
12449,GABOR-0801,Gabor,gemma3_27b,B,3,0
12450,GABOR-0802,Gabor,gemma3_27b,B,2,0
12451,GABOR-0803,Gabor,gemma3_27b,B,2,0
12452,GABOR-0804,Gabor,gemma3_27b,A,2,0
12453,GABOR-0805,Gabor,gemma3_27b,A,5,1
12454,GABOR-0806,Gabor,gemma3_27b,A,5,0
12455,GABOR-0807,Gabor,gemma3_27b,A,5,0
12456,GABOR-0808,Gabor,gemma3_27b,A,5,0
12457,GABOR-0809,Gabor,gemma3_27b,A,5,0
12458,GABOR-0810,Gabor,gemma3_27b,A,5,0
12459,GABOR-0811,Gabor,gemma3_27b,A,5,1
12460,GABOR-0812,Gabor,gemma3_27b,A,5,0
12461,GABOR-0813,Gabor,gemma3_27b,A,5,1
12462,GABOR-0814,Gabor,gemma3_27b,A,5,0
12463,GABOR-0815,Gabor,gemma3_27b,A,5,1
12464,GABOR-0816,Gabor,gemma3_27b,A,5,0
12465,GABOR-0817,Gabor,gemma3_27b,B,3,0
12466,GABOR-0818,Gabor,gemma3_27b,A,5,0
12467,GABOR-0819,Gabor,gemma3_27b,A,3,1
12468,GABOR-0820,Gabor,gemma3_27b,A,5,0
12469,GABOR-0821,Gabor,gemma3_27b,A,5,0
12470,GABOR-0822,Gabor,gemma3_27b,A,5,0
12471,GABOR-0823,Gabor,gemma3_27b,A,5,0
12472,GABOR-0824,Gabor,gemma3_27b,A,5,0
12473,GABOR-0825,Gabor,gemma3_27b,A,5,0
12474,GABOR-0826,Gabor,gemma3_27b,A,5,0
12475,GABOR-0827,Gabor,gemma3_27b,A,5,1
12476,GABOR-0828,Gabor,gemma3_27b,A,5,1
12477,GABOR-0829,Gabor,gemma3_27b,A,5,0
12478,GABOR-0830,Gabor,gemma3_27b,B,2,0
12479,GABOR-0831,Gabor,gemma3_27b,A,5,0
12480,GABOR-0832,Gabor,gemma3_27b,B,5,0
12481,GABOR-0833,Gabor,gemma3_27b,B,5,0
12482,GABOR-0834,Gabor,gemma3_27b,A,2,1
12483,GABOR-0835,Gabor,gemma3_27b,B,5,0
12484,GABOR-0836,Gabor,gemma3_27b,B,5,0
12485,GABOR-0837,Gabor,gemma3_27b,A,5,0
12486,GABOR-0838,Gabor,gemma3_27b,A,5,0
12487,GABOR-0839,Gabor,gemma3_27b,A,5,0
12488,GABOR-0840,Gabor,gemma3_27b,A,5,1
12489,GABOR-0841,Gabor,gemma3_27b,A,5,0
12490,GABOR-0842,Gabor,gemma3_27b,A,5,0
12491,GABOR-0843,Gabor,gemma3_27b,A,5,0
12492,GABOR-0844,Gabor,gemma3_27b,A,5,1
12493,GABOR-0845,Gabor,gemma3_27b,A,5,0
12494,GABOR-0846,Gabor,gemma3_27b,B,5,0
12495,GABOR-0847,Gabor,gemma3_27b,A,5,0
12496,GABOR-0848,Gabor,gemma3_27b,A,5,1
12497,GABOR-0849,Gabor,gemma3_27b,A,5,0
12498,GABOR-0850,Gabor,gemma3_27b,B,5,0
12499,GABOR-0851,Gabor,gemma3_27b,B,5,0
12500,GABOR-0852,Gabor,gemma3_27b,B,5,0
12501,GABOR-0853,Gabor,gemma3_27b,B,5,0
12502,GABOR-0854,Gabor,gemma3_27b,A,5,1
12503,GABOR-0855,Gabor,gemma3_27b,B,5,0
12504,GABOR-0856,Gabor,gemma3_27b,A,5,0
12505,GABOR-0857,Gabor,gemma3_27b,B,5,0
12506,GABOR-0858,Gabor,gemma3_27b,A,5,0
12507,GABOR-0859,Gabor,gemma3_27b,B,5,0
12508,GABOR-0860,Gabor,gemma3_27b,A,5,1
12509,GABOR-0861,Gabor,gemma3_27b,B,5,0
12510,GABOR-0862,Gabor,gemma3_27b,A,5,1
12511,GABOR-0863,Gabor,gemma3_27b,B,5,0
12512,GABOR-0864,Gabor,gemma3_27b,A,5,0
12513,GABOR-0865,Gabor,gemma3_27b,A,5,0
12514,GABOR-0866,Gabor,gemma3_27b,B,1,0
12515,GABOR-0867,Gabor,gemma3_27b,A,5,1
12516,GABOR-0868,Gabor,gemma3_27b,A,5,0
12517,GABOR-0869,Gabor,gemma3_27b,A,5,0
12518,GABOR-0870,Gabor,gemma3_27b,A,5,1
12519,GABOR-0871,Gabor,gemma3_27b,A,5,1
12520,GABOR-0872,Gabor,gemma3_27b,A,5,1
12521,GABOR-0873,Gabor,gemma3_27b,A,5,1
12522,GABOR-0874,Gabor,gemma3_27b,A,5,1
12523,GABOR-0875,Gabor,gemma3_27b,A,5,1
12524,GABOR-0876,Gabor,gemma3_27b,A,5,0
12525,GABOR-0877,Gabor,gemma3_27b,A,5,1
12526,GABOR-0878,Gabor,gemma3_27b,A,5,0
12527,GABOR-0879,Gabor,gemma3_27b,A,5,0
12528,GABOR-0880,Gabor,gemma3_27b,B,5,0
12529,GABOR-0881,Gabor,gemma3_27b,B,3,0
12530,GABOR-0882,Gabor,gemma3_27b,A,5,0
12531,GABOR-0883,Gabor,gemma3_27b,A,5,1
12532,GABOR-0884,Gabor,gemma3_27b,A,5,0
12533,GABOR-0885,Gabor,gemma3_27b,A,5,0
12534,GABOR-0886,Gabor,gemma3_27b,A,5,1
12535,GABOR-0887,Gabor,gemma3_27b,A,5,0
12536,GABOR-0888,Gabor,gemma3_27b,A,5,1
12537,GABOR-0889,Gabor,gemma3_27b,B,5,0
12538,GABOR-0890,Gabor,gemma3_27b,B,5,0
12539,GABOR-0891,Gabor,gemma3_27b,A,5,0
12540,GABOR-0892,Gabor,gemma3_27b,B,5,0
12541,GABOR-0893,Gabor,gemma3_27b,B,5,0
12542,GABOR-0894,Gabor,gemma3_27b,A,5,0
12543,GABOR-0895,Gabor,gemma3_27b,A,5,0
12544,GABOR-0896,Gabor,gemma3_27b,A,5,0
12545,COLOR-0001,Brightness,gemma3_27b,A,5,1
12546,COLOR-0002,Brightness,gemma3_27b,A,5,1
12547,COLOR-0003,Brightness,gemma3_27b,A,5,0
12548,COLOR-0004,Brightness,gemma3_27b,A,5,0
12549,COLOR-0005,Brightness,gemma3_27b,A,5,0
12550,COLOR-0006,Brightness,gemma3_27b,A,5,0
12551,COLOR-0007,Brightness,gemma3_27b,A,5,0
12552,COLOR-0008,Brightness,gemma3_27b,A,5,0
12553,COLOR-0009,Brightness,gemma3_27b,B,5,1
12554,COLOR-0010,Brightness,gemma3_27b,B,5,1
12555,COLOR-0011,Brightness,gemma3_27b,B,5,1
12556,COLOR-0012,Brightness,gemma3_27b,B,5,1
12557,COLOR-0013,Brightness,gemma3_27b,A,5,0
12558,COLOR-0014,Brightness,gemma3_27b,A,5,0
12559,COLOR-0015,Brightness,gemma3_27b,A,5,0
12560,COLOR-0016,Brightness,gemma3_27b,A,5,0
12561,COLOR-0017,Brightness,gemma3_27b,A,5,0
12562,COLOR-0018,Brightness,gemma3_27b,B,5,0
12563,COLOR-0019,Brightness,gemma3_27b,B,5,1
12564,COLOR-0020,Brightness,gemma3_27b,A,5,0
12565,COLOR-0021,Brightness,gemma3_27b,A,5,0
12566,COLOR-0022,Brightness,gemma3_27b,A,5,0
12567,COLOR-0023,Brightness,gemma3_27b,A,5,0
12568,COLOR-0024,Brightness,gemma3_27b,A,5,0
12569,COLOR-0025,Brightness,gemma3_27b,B,5,1
12570,COLOR-0026,Brightness,gemma3_27b,B,5,1
12571,COLOR-0027,Brightness,gemma3_27b,B,5,1
12572,COLOR-0028,Brightness,gemma3_27b,A,5,0
12573,COLOR-0029,Brightness,gemma3_27b,A,5,0
12574,COLOR-0030,Brightness,gemma3_27b,A,5,0
12575,COLOR-0031,Brightness,gemma3_27b,A,5,0
12576,COLOR-0032,Brightness,gemma3_27b,A,5,0
12577,COLOR-0033,Brightness,gemma3_27b,B,5,0
12578,COLOR-0034,Brightness,gemma3_27b,A,5,1
12579,COLOR-0035,Brightness,gemma3_27b,B,5,1
12580,COLOR-0036,Brightness,gemma3_27b,B,5,0
12581,COLOR-0037,Brightness,gemma3_27b,A,5,0
12582,COLOR-0038,Brightness,gemma3_27b,A,5,0
12583,COLOR-0039,Brightness,gemma3_27b,A,5,0
12584,COLOR-0040,Brightness,gemma3_27b,A,5,0
12585,COLOR-0041,Brightness,gemma3_27b,B,5,1
12586,COLOR-0042,Brightness,gemma3_27b,B,5,1
12587,COLOR-0043,Brightness,gemma3_27b,B,5,1
12588,COLOR-0044,Brightness,gemma3_27b,B,5,1
12589,COLOR-0045,Brightness,gemma3_27b,A,5,0
12590,COLOR-0046,Brightness,gemma3_27b,A,5,0
12591,COLOR-0047,Brightness,gemma3_27b,A,5,0
12592,COLOR-0048,Brightness,gemma3_27b,A,5,0
12593,COLOR-0049,Brightness,gemma3_27b,B,5,1
12594,COLOR-0050,Brightness,gemma3_27b,B,5,1
12595,COLOR-0051,Brightness,gemma3_27b,B,5,0
12596,COLOR-0052,Brightness,gemma3_27b,A,5,1
12597,COLOR-0053,Brightness,gemma3_27b,A,5,0
12598,COLOR-0054,Brightness,gemma3_27b,A,5,0
12599,COLOR-0055,Brightness,gemma3_27b,A,5,0
12600,COLOR-0056,Brightness,gemma3_27b,A,5,0
12601,COLOR-0057,Brightness,gemma3_27b,B,5,1
12602,COLOR-0058,Brightness,gemma3_27b,B,5,1
12603,COLOR-0059,Brightness,gemma3_27b,B,5,1
12604,COLOR-0060,Brightness,gemma3_27b,B,5,1
12605,COLOR-0061,Brightness,gemma3_27b,A,5,0
12606,COLOR-0062,Brightness,gemma3_27b,A,5,0
12607,COLOR-0063,Brightness,gemma3_27b,A,5,0
12608,COLOR-0064,Brightness,gemma3_27b,A,5,0
12609,COLOR-0065,Brightness,gemma3_27b,A,5,0
12610,COLOR-0066,Brightness,gemma3_27b,A,5,0
12611,COLOR-0067,Brightness,gemma3_27b,A,5,0
12612,COLOR-0068,Brightness,gemma3_27b,A,5,1
12613,COLOR-0069,Brightness,gemma3_27b,A,5,0
12614,COLOR-0070,Brightness,gemma3_27b,A,5,0
12615,COLOR-0071,Brightness,gemma3_27b,A,5,0
12616,COLOR-0072,Brightness,gemma3_27b,A,5,0
12617,COLOR-0073,Brightness,gemma3_27b,B,5,1
12618,COLOR-0074,Brightness,gemma3_27b,B,5,1
12619,COLOR-0075,Brightness,gemma3_27b,B,5,1
12620,COLOR-0076,Brightness,gemma3_27b,B,5,1
12621,COLOR-0077,Brightness,gemma3_27b,A,5,0
12622,COLOR-0078,Brightness,gemma3_27b,A,5,0
12623,COLOR-0079,Brightness,gemma3_27b,A,5,0
12624,COLOR-0080,Brightness,gemma3_27b,A,5,0
12625,COLOR-0081,Brightness,gemma3_27b,B,5,1
12626,COLOR-0082,Brightness,gemma3_27b,B,5,0
12627,COLOR-0083,Brightness,gemma3_27b,A,5,0
12628,COLOR-0084,Brightness,gemma3_27b,A,5,1
12629,COLOR-0085,Brightness,gemma3_27b,A,5,0
12630,COLOR-0086,Brightness,gemma3_27b,A,5,0
12631,COLOR-0087,Brightness,gemma3_27b,A,5,0
12632,COLOR-0088,Brightness,gemma3_27b,A,5,0
12633,COLOR-0089,Brightness,gemma3_27b,B,5,1
12634,COLOR-0090,Brightness,gemma3_27b,B,5,1
12635,COLOR-0091,Brightness,gemma3_27b,B,5,1
12636,COLOR-0092,Brightness,gemma3_27b,B,5,1
12637,COLOR-0093,Brightness,gemma3_27b,A,5,0
12638,COLOR-0094,Brightness,gemma3_27b,A,5,0
12639,COLOR-0095,Brightness,gemma3_27b,A,5,0
12640,COLOR-0096,Brightness,gemma3_27b,A,5,0
12641,COLOR-0097,Brightness,gemma3_27b,B,5,1
12642,COLOR-0098,Brightness,gemma3_27b,A,5,0
12643,COLOR-0099,Brightness,gemma3_27b,B,5,0
12644,COLOR-0100,Brightness,gemma3_27b,B,5,1
12645,COLOR-0101,Brightness,gemma3_27b,A,5,0
12646,COLOR-0102,Brightness,gemma3_27b,A,5,0
12647,COLOR-0103,Brightness,gemma3_27b,A,5,0
12648,COLOR-0104,Brightness,gemma3_27b,A,5,0
12649,COLOR-0105,Brightness,gemma3_27b,B,5,1
12650,COLOR-0106,Brightness,gemma3_27b,B,5,1
12651,COLOR-0107,Brightness,gemma3_27b,B,5,1
12652,COLOR-0108,Brightness,gemma3_27b,B,5,1
12653,COLOR-0109,Brightness,gemma3_27b,A,5,0
12654,COLOR-0110,Brightness,gemma3_27b,A,5,0
12655,COLOR-0111,Brightness,gemma3_27b,A,5,0
12656,COLOR-0112,Brightness,gemma3_27b,A,5,0
12657,COLOR-0113,Brightness,gemma3_27b,A,5,0
12658,COLOR-0114,Brightness,gemma3_27b,B,5,0
12659,COLOR-0115,Brightness,gemma3_27b,A,5,1
12660,COLOR-0116,Brightness,gemma3_27b,A,5,0
12661,COLOR-0117,Brightness,gemma3_27b,A,5,0
12662,COLOR-0118,Brightness,gemma3_27b,A,5,0
12663,COLOR-0119,Brightness,gemma3_27b,A,5,0
12664,COLOR-0120,Brightness,gemma3_27b,A,5,0
12665,COLOR-0121,Brightness,gemma3_27b,B,5,1
12666,COLOR-0122,Brightness,gemma3_27b,B,5,1
12667,COLOR-0123,Brightness,gemma3_27b,B,5,1
12668,COLOR-0124,Brightness,gemma3_27b,B,5,1
12669,COLOR-0125,Brightness,gemma3_27b,A,5,0
12670,COLOR-0126,Brightness,gemma3_27b,A,5,0
12671,COLOR-0127,Brightness,gemma3_27b,A,5,0
12672,COLOR-0128,Brightness,gemma3_27b,A,5,0
12673,COLOR-0129,Brightness,gemma3_27b,A,5,0
12674,COLOR-0130,Brightness,gemma3_27b,A,5,0
12675,COLOR-0131,Brightness,gemma3_27b,A,5,0
12676,COLOR-0132,Brightness,gemma3_27b,A,5,1
12677,COLOR-0133,Brightness,gemma3_27b,A,5,0
12678,COLOR-0134,Brightness,gemma3_27b,A,5,0
12679,COLOR-0135,Brightness,gemma3_27b,A,5,0
12680,COLOR-0136,Brightness,gemma3_27b,A,5,0
12681,COLOR-0137,Brightness,gemma3_27b,B,5,1
12682,COLOR-0138,Brightness,gemma3_27b,B,5,1
12683,COLOR-0139,Brightness,gemma3_27b,B,5,1
12684,COLOR-0140,Brightness,gemma3_27b,B,5,1
12685,COLOR-0141,Brightness,gemma3_27b,A,5,0
12686,COLOR-0142,Brightness,gemma3_27b,A,5,0
12687,COLOR-0143,Brightness,gemma3_27b,A,5,0
12688,COLOR-0144,Brightness,gemma3_27b,A,5,0
12689,COLOR-0145,Brightness,gemma3_27b,A,5,1
12690,COLOR-0146,Brightness,gemma3_27b,A,5,0
12691,COLOR-0147,Brightness,gemma3_27b,B,5,1
12692,COLOR-0148,Brightness,gemma3_27b,A,5,0
12693,COLOR-0149,Brightness,gemma3_27b,A,5,0
12694,COLOR-0150,Brightness,gemma3_27b,A,5,0
12695,COLOR-0151,Brightness,gemma3_27b,A,5,0
12696,COLOR-0152,Brightness,gemma3_27b,A,5,0
12697,COLOR-0153,Brightness,gemma3_27b,B,5,1
12698,COLOR-0154,Brightness,gemma3_27b,B,5,1
12699,COLOR-0155,Brightness,gemma3_27b,B,5,1
12700,COLOR-0156,Brightness,gemma3_27b,A,5,0
12701,COLOR-0157,Brightness,gemma3_27b,A,5,0
12702,COLOR-0158,Brightness,gemma3_27b,A,5,0
12703,COLOR-0159,Brightness,gemma3_27b,A,5,0
12704,COLOR-0160,Brightness,gemma3_27b,A,5,0
12705,COLOR-0161,Brightness,gemma3_27b,B,5,0
12706,COLOR-0162,Brightness,gemma3_27b,A,5,0
12707,COLOR-0163,Brightness,gemma3_27b,A,5,1
12708,COLOR-0164,Brightness,gemma3_27b,B,5,1
12709,COLOR-0165,Brightness,gemma3_27b,A,5,0
12710,COLOR-0166,Brightness,gemma3_27b,A,5,0
12711,COLOR-0167,Brightness,gemma3_27b,A,5,0
12712,COLOR-0168,Brightness,gemma3_27b,A,5,0
12713,COLOR-0169,Brightness,gemma3_27b,B,5,1
12714,COLOR-0170,Brightness,gemma3_27b,B,5,1
12715,COLOR-0171,Brightness,gemma3_27b,B,5,1
12716,COLOR-0172,Brightness,gemma3_27b,B,5,1
12717,COLOR-0173,Brightness,gemma3_27b,A,5,0
12718,COLOR-0174,Brightness,gemma3_27b,A,5,0
12719,COLOR-0175,Brightness,gemma3_27b,A,5,0
12720,COLOR-0176,Brightness,gemma3_27b,A,5,0
12721,COLOR-0177,Brightness,gemma3_27b,B,5,1
12722,COLOR-0178,Brightness,gemma3_27b,B,5,0
12723,COLOR-0179,Brightness,gemma3_27b,B,5,1
12724,COLOR-0180,Brightness,gemma3_27b,A,5,1
12725,COLOR-0181,Brightness,gemma3_27b,A,5,0
12726,COLOR-0182,Brightness,gemma3_27b,A,5,0
12727,COLOR-0183,Brightness,gemma3_27b,A,5,0
12728,COLOR-0184,Brightness,gemma3_27b,A,5,0
12729,COLOR-0185,Brightness,gemma3_27b,B,5,1
12730,COLOR-0186,Brightness,gemma3_27b,B,5,1
12731,COLOR-0187,Brightness,gemma3_27b,B,5,1
12732,COLOR-0188,Brightness,gemma3_27b,B,5,1
12733,COLOR-0189,Brightness,gemma3_27b,A,5,0
12734,COLOR-0190,Brightness,gemma3_27b,A,5,0
12735,COLOR-0191,Brightness,gemma3_27b,A,5,0
12736,COLOR-0192,Brightness,gemma3_27b,A,5,0
12737,COLOR-0193,Brightness,gemma3_27b,A,5,0
12738,COLOR-0194,Brightness,gemma3_27b,B,5,0
12739,COLOR-0195,Brightness,gemma3_27b,A,5,0
12740,COLOR-0196,Brightness,gemma3_27b,A,5,0
12741,COLOR-0197,Brightness,gemma3_27b,A,5,0
12742,COLOR-0198,Brightness,gemma3_27b,A,5,0
12743,COLOR-0199,Brightness,gemma3_27b,A,5,0
12744,COLOR-0200,Brightness,gemma3_27b,A,5,0
12745,COLOR-0201,Brightness,gemma3_27b,B,5,1
12746,COLOR-0202,Brightness,gemma3_27b,B,5,1
12747,COLOR-0203,Brightness,gemma3_27b,B,5,1
12748,COLOR-0204,Brightness,gemma3_27b,B,5,1
12749,COLOR-0205,Brightness,gemma3_27b,A,5,0
12750,COLOR-0206,Brightness,gemma3_27b,A,5,0
12751,COLOR-0207,Brightness,gemma3_27b,A,5,0
12752,COLOR-0208,Brightness,gemma3_27b,A,5,0
12753,COLOR-0209,Brightness,gemma3_27b,B,5,0
12754,COLOR-0210,Brightness,gemma3_27b,A,5,0
12755,COLOR-0211,Brightness,gemma3_27b,A,5,0
12756,COLOR-0212,Brightness,gemma3_27b,A,5,1
12757,COLOR-0213,Brightness,gemma3_27b,A,5,0
12758,COLOR-0214,Brightness,gemma3_27b,A,5,0
12759,COLOR-0215,Brightness,gemma3_27b,A,5,0
12760,COLOR-0216,Brightness,gemma3_27b,A,5,0
12761,COLOR-0217,Brightness,gemma3_27b,B,5,1
12762,COLOR-0218,Brightness,gemma3_27b,B,5,1
12763,COLOR-0219,Brightness,gemma3_27b,B,5,1
12764,COLOR-0220,Brightness,gemma3_27b,B,5,1
12765,COLOR-0221,Brightness,gemma3_27b,A,5,0
12766,COLOR-0222,Brightness,gemma3_27b,A,5,0
12767,COLOR-0223,Brightness,gemma3_27b,A,5,0
12768,COLOR-0224,Brightness,gemma3_27b,A,5,0
12769,COLOR-0225,Brightness,gemma3_27b,B,5,0
12770,COLOR-0226,Brightness,gemma3_27b,A,5,1
12771,COLOR-0227,Brightness,gemma3_27b,A,5,0
