trial_id,qid,task,model,difficulty_level,pA,pB,choice,confidence,correct
7682,COLOR-0514,Brightness,ovis2_34b,5,1.0,0.0005531311035156,A,4.0,0
7683,COLOR-0515,Brightness,ovis2_34b,5,0.90625,0.09521484375,A,4.0,0
7684,COLOR-0516,Brightness,ovis2_34b,5,0.953125,0.04736328125,A,4.0,0
7685,COLOR-0517,Brightness,ovis2_34b,5,0.87890625,0.11865234375,A,5.0,0
7686,COLOR-0518,Brightness,ovis2_34b,5,1.0,0.0005531311035156,A,5.0,0
7687,COLOR-0519,Brightness,ovis2_34b,5,1.0,0.0013275146484375,A,5.0,0
7688,COLOR-0520,Brightness,ovis2_34b,5,0.890625,0.1064453125,A,5.0,0
7689,COLOR-0521,Brightness,ovis2_34b,5,0.4375,0.5625,B,5.0,1
7690,COLOR-0522,Brightness,ovis2_34b,5,0.5,0.5,A,5.0,0
7691,COLOR-0523,Brightness,ovis2_34b,5,0.3203125,0.6796875,B,5.0,1
7692,COLOR-0524,Brightness,ovis2_34b,5,0.02294921875,0.9765625,B,5.0,1
7693,COLOR-0525,Brightness,ovis2_34b,5,0.98046875,0.0179443359375,A,5.0,0
7694,COLOR-0526,Brightness,ovis2_34b,5,0.2451171875,0.75390625,B,5.0,1
7695,COLOR-0527,Brightness,ovis2_34b,5,0.98046875,0.0179443359375,A,4.0,0
7696,COLOR-0528,Brightness,ovis2_34b,5,0.6796875,0.3203125,A,3.0,0
7697,COLOR-0529,Brightness,ovis2_34b,5,0.02294921875,0.9765625,B,4.0,0
7698,COLOR-0530,Brightness,ovis2_34b,5,0.99609375,0.003173828125,A,4.0,0
7699,COLOR-0531,Brightness,ovis2_34b,5,0.796875,0.2021484375,A,4.0,1
7700,COLOR-0532,Brightness,ovis2_34b,5,0.012451171875,0.98828125,B,5.0,0
7701,COLOR-0533,Brightness,ovis2_34b,5,0.8359375,0.1640625,A,5.0,0
7702,COLOR-0534,Brightness,ovis2_34b,5,0.62109375,0.376953125,A,5.0,0
7703,COLOR-0535,Brightness,ovis2_34b,5,0.81640625,0.1826171875,A,5.0,0
7704,COLOR-0536,Brightness,ovis2_34b,5,0.98828125,0.00970458984375,A,5.0,0
7705,COLOR-0537,Brightness,ovis2_34b,5,0.07568359375,0.92578125,B,5.0,1
7706,COLOR-0538,Brightness,ovis2_34b,5,0.376953125,0.62109375,B,5.0,1
7707,COLOR-0539,Brightness,ovis2_34b,5,0.34765625,0.65234375,B,5.0,1
7708,COLOR-0540,Brightness,ovis2_34b,5,0.119140625,0.87890625,B,5.0,1
7709,COLOR-0541,Brightness,ovis2_34b,5,0.5625,0.4375,A,3.0,0
7710,COLOR-0542,Brightness,ovis2_34b,5,0.3203125,0.6796875,B,5.0,1
7711,COLOR-0543,Brightness,ovis2_34b,5,0.94140625,0.06005859375,A,4.0,0
7712,COLOR-0544,Brightness,ovis2_34b,5,0.73046875,0.26953125,A,5.0,0
7713,COLOR-0545,Brightness,ovis2_34b,5,0.4375,0.5625,B,3.0,0
7714,COLOR-0546,Brightness,ovis2_34b,5,0.003173828125,0.99609375,B,4.0,0
7715,COLOR-0547,Brightness,ovis2_34b,5,0.9140625,0.0849609375,A,3.0,0
7716,COLOR-0548,Brightness,ovis2_34b,5,0.6796875,0.3203125,A,3.0,1
7717,COLOR-0549,Brightness,ovis2_34b,5,0.8671875,0.1328125,A,5.0,0
7718,COLOR-0550,Brightness,ovis2_34b,5,0.75390625,0.2451171875,A,5.0,0
7719,COLOR-0551,Brightness,ovis2_34b,5,0.8515625,0.1484375,A,5.0,0
7720,COLOR-0552,Brightness,ovis2_34b,5,0.8515625,0.1474609375,A,5.0,0
7721,COLOR-0553,Brightness,ovis2_34b,5,0.0203857421875,0.98046875,B,5.0,1
7722,COLOR-0554,Brightness,ovis2_34b,5,0.02294921875,0.9765625,B,5.0,1
7723,COLOR-0555,Brightness,ovis2_34b,5,0.033203125,0.96875,B,5.0,1
7724,COLOR-0556,Brightness,ovis2_34b,5,0.34765625,0.65234375,B,5.0,1
7725,COLOR-0557,Brightness,ovis2_34b,5,0.77734375,0.22265625,A,3.0,0
7726,COLOR-0558,Brightness,ovis2_34b,5,0.59375,0.40625,A,3.0,0
7727,COLOR-0559,Brightness,ovis2_34b,5,0.9140625,0.0849609375,A,4.0,0
7728,COLOR-0560,Brightness,ovis2_34b,5,0.9453125,0.053466796875,A,5.0,0
7729,COLOR-0561,Brightness,ovis2_34b,5,0.8671875,0.1328125,A,3.0,0
7730,COLOR-0562,Brightness,ovis2_34b,5,0.006683349609375,0.9921875,B,4.0,0
7731,COLOR-0563,Brightness,ovis2_34b,5,0.59375,0.40625,A,3.0,1
7732,COLOR-0564,Brightness,ovis2_34b,5,0.62109375,0.376953125,A,3.0,1
7733,COLOR-0565,Brightness,ovis2_34b,5,0.9921875,0.00860595703125,A,5.0,0
7734,COLOR-0566,Brightness,ovis2_34b,5,0.99609375,0.0035858154296875,A,5.0,0
7735,COLOR-0567,Brightness,ovis2_34b,5,0.90234375,0.09521484375,A,5.0,0
7736,COLOR-0568,Brightness,ovis2_34b,5,0.9921875,0.007568359375,A,5.0,0
7737,COLOR-0569,Brightness,ovis2_34b,5,0.26953125,0.73046875,B,5.0,1
7738,COLOR-0570,Brightness,ovis2_34b,5,0.294921875,0.70703125,B,5.0,1
7739,COLOR-0571,Brightness,ovis2_34b,5,0.06005859375,0.94140625,B,4.0,1
7740,COLOR-0572,Brightness,ovis2_34b,5,0.376953125,0.62109375,B,3.0,1
7741,COLOR-0573,Brightness,ovis2_34b,5,0.9453125,0.053466796875,A,5.0,0
7742,COLOR-0574,Brightness,ovis2_34b,5,0.59375,0.40625,A,3.0,0
7743,COLOR-0575,Brightness,ovis2_34b,5,0.8359375,0.1640625,A,3.0,0
7744,COLOR-0576,Brightness,ovis2_34b,5,0.8671875,0.1328125,A,3.0,0
7745,COLOR-0577,Brightness,ovis2_34b,5,0.9921875,0.00592041015625,A,3.0,0
7746,COLOR-0578,Brightness,ovis2_34b,5,0.002471923828125,0.99609375,B,4.0,0
7747,COLOR-0579,Brightness,ovis2_34b,5,0.98828125,0.00970458984375,A,4.0,0
7748,COLOR-0580,Brightness,ovis2_34b,5,0.07568359375,0.92578125,B,4.0,0
7749,COLOR-0581,Brightness,ovis2_34b,5,0.99609375,0.002471923828125,A,5.0,0
7750,COLOR-0582,Brightness,ovis2_34b,5,0.99609375,0.0028076171875,A,5.0,0
7751,COLOR-0583,Brightness,ovis2_34b,5,0.99609375,0.004058837890625,A,5.0,0
7752,COLOR-0584,Brightness,ovis2_34b,5,0.99609375,0.003173828125,A,5.0,0
7753,COLOR-0585,Brightness,ovis2_34b,5,0.02294921875,0.9765625,B,5.0,1
7754,COLOR-0586,Brightness,ovis2_34b,5,0.5625,0.4375,A,5.0,0
7755,COLOR-0587,Brightness,ovis2_34b,5,0.0203857421875,0.98046875,B,5.0,1
7756,COLOR-0588,Brightness,ovis2_34b,5,0.053466796875,0.9453125,B,5.0,1
7757,COLOR-0589,Brightness,ovis2_34b,5,0.99609375,0.0035858154296875,A,5.0,0
7758,COLOR-0590,Brightness,ovis2_34b,5,0.1826171875,0.81640625,B,5.0,1
7759,COLOR-0591,Brightness,ovis2_34b,5,0.98046875,0.0203857421875,A,5.0,0
7760,COLOR-0592,Brightness,ovis2_34b,5,0.9921875,0.00592041015625,A,5.0,0
7761,COLOR-0593,Brightness,ovis2_34b,5,0.99609375,0.0035858154296875,A,4.0,0
7762,COLOR-0594,Brightness,ovis2_34b,5,0.99609375,0.0035858154296875,A,4.0,0
7763,COLOR-0595,Brightness,ovis2_34b,5,0.99609375,0.0021820068359375,A,4.0,0
7764,COLOR-0596,Brightness,ovis2_34b,5,0.09521484375,0.90625,B,3.0,0
7765,COLOR-0597,Brightness,ovis2_34b,5,0.99609375,0.004608154296875,A,5.0,0
7766,COLOR-0598,Brightness,ovis2_34b,5,0.99609375,0.0019302368164062,A,5.0,0
7767,COLOR-0599,Brightness,ovis2_34b,5,0.99609375,0.0035858154296875,A,5.0,0
7768,COLOR-0600,Brightness,ovis2_34b,5,0.87890625,0.119140625,A,5.0,0
7769,COLOR-0601,Brightness,ovis2_34b,5,0.0260009765625,0.97265625,B,5.0,1
7770,COLOR-0602,Brightness,ovis2_34b,5,0.029296875,0.96875,B,5.0,1
7771,COLOR-0603,Brightness,ovis2_34b,5,0.26953125,0.73046875,B,5.0,1
7772,COLOR-0604,Brightness,ovis2_34b,5,0.0260009765625,0.97265625,B,5.0,1
7773,COLOR-0605,Brightness,ovis2_34b,5,0.8359375,0.1640625,A,4.0,0
7774,COLOR-0606,Brightness,ovis2_34b,5,0.5625,0.4375,A,4.0,0
7775,COLOR-0607,Brightness,ovis2_34b,5,0.77734375,0.22265625,A,3.0,0
7776,COLOR-0608,Brightness,ovis2_34b,5,0.8359375,0.1640625,A,5.0,0
7777,COLOR-0609,Brightness,ovis2_34b,5,0.93359375,0.0673828125,A,4.0,0
7778,COLOR-0610,Brightness,ovis2_34b,5,0.000335693359375,1.0,B,5.0,0
7779,COLOR-0611,Brightness,ovis2_34b,5,0.89453125,0.1064453125,A,4.0,0
7780,COLOR-0612,Brightness,ovis2_34b,5,0.2451171875,0.75390625,B,3.0,0
7781,COLOR-0613,Brightness,ovis2_34b,5,0.77734375,0.22265625,A,5.0,0
7782,COLOR-0614,Brightness,ovis2_34b,5,0.59375,0.40625,A,5.0,0
7783,COLOR-0615,Brightness,ovis2_34b,5,0.73046875,0.26953125,A,5.0,0
7784,COLOR-0616,Brightness,ovis2_34b,5,0.984375,0.0140380859375,A,5.0,0
7785,COLOR-0617,Brightness,ovis2_34b,5,0.02294921875,0.9765625,B,5.0,1
7786,COLOR-0618,Brightness,ovis2_34b,5,0.00970458984375,0.98828125,B,5.0,1
7787,COLOR-0619,Brightness,ovis2_34b,5,0.015869140625,0.984375,B,5.0,1
7788,COLOR-0620,Brightness,ovis2_34b,5,0.26953125,0.73046875,B,5.0,1
7789,COLOR-0621,Brightness,ovis2_34b,5,0.87890625,0.119140625,A,4.0,0
7790,COLOR-0622,Brightness,ovis2_34b,5,0.34765625,0.65234375,B,5.0,1
7791,COLOR-0623,Brightness,ovis2_34b,5,0.65234375,0.34765625,A,3.0,0
7792,COLOR-0624,Brightness,ovis2_34b,5,0.953125,0.04736328125,A,4.0,0
7793,COLOR-0625,Brightness,ovis2_34b,5,0.6796875,0.3203125,A,3.0,1
7794,COLOR-0626,Brightness,ovis2_34b,5,1.0,0.0003795623779296,A,4.0,0
7795,COLOR-0627,Brightness,ovis2_34b,5,0.53125,0.46875,A,3.0,1
7796,COLOR-0628,Brightness,ovis2_34b,5,0.81640625,0.1826171875,A,3.0,0
7797,COLOR-0629,Brightness,ovis2_34b,5,0.8671875,0.1328125,A,5.0,0
7798,COLOR-0630,Brightness,ovis2_34b,5,0.83203125,0.1640625,A,5.0,0
7799,COLOR-0631,Brightness,ovis2_34b,5,0.9921875,0.006683349609375,A,5.0,0
7800,COLOR-0632,Brightness,ovis2_34b,5,0.81640625,0.1826171875,A,5.0,0
7801,COLOR-0633,Brightness,ovis2_34b,5,0.22265625,0.77734375,B,5.0,1
7802,COLOR-0634,Brightness,ovis2_34b,5,0.408203125,0.59375,B,5.0,1
7803,COLOR-0635,Brightness,ovis2_34b,5,0.1826171875,0.81640625,B,5.0,1
7804,COLOR-0636,Brightness,ovis2_34b,5,0.294921875,0.70703125,B,5.0,1
7805,COLOR-0637,Brightness,ovis2_34b,5,0.8515625,0.1484375,A,5.0,0
7806,COLOR-0638,Brightness,ovis2_34b,5,0.98046875,0.0203857421875,A,5.0,0
7807,COLOR-0639,Brightness,ovis2_34b,5,0.95703125,0.0419921875,A,4.0,0
7808,COLOR-0640,Brightness,ovis2_34b,5,0.97265625,0.0260009765625,A,5.0,0
7809,COLOR-0641,Brightness,ovis2_34b,6,0.99609375,0.0021820068359375,A,4.0,0
7810,COLOR-0642,Brightness,ovis2_34b,6,0.0001087188720703,1.0,B,5.0,0
7811,COLOR-0643,Brightness,ovis2_34b,6,0.98046875,0.0203857421875,A,4.0,0
7812,COLOR-0644,Brightness,ovis2_34b,6,1.0,0.0015029907226562,A,4.0,0
7813,COLOR-0645,Brightness,ovis2_34b,6,0.8515625,0.1474609375,A,5.0,0
7814,COLOR-0646,Brightness,ovis2_34b,6,1.0,0.000335693359375,A,5.0,0
7815,COLOR-0647,Brightness,ovis2_34b,6,0.796875,0.201171875,A,5.0,0
7816,COLOR-0648,Brightness,ovis2_34b,6,0.8515625,0.1474609375,A,5.0,0
7817,COLOR-0649,Brightness,ovis2_34b,6,0.59375,0.408203125,A,5.0,0
7818,COLOR-0650,Brightness,ovis2_34b,6,0.015869140625,0.984375,B,5.0,1
7819,COLOR-0651,Brightness,ovis2_34b,6,0.029296875,0.96875,B,5.0,1
7820,COLOR-0652,Brightness,ovis2_34b,6,0.5625,0.4375,A,5.0,0
7821,COLOR-0653,Brightness,ovis2_34b,6,0.9921875,0.00860595703125,A,5.0,0
7822,COLOR-0654,Brightness,ovis2_34b,6,0.99609375,0.003173828125,A,5.0,0
7823,COLOR-0655,Brightness,ovis2_34b,6,0.46875,0.53125,B,4.0,1
7824,COLOR-0656,Brightness,ovis2_34b,6,0.9921875,0.007568359375,A,5.0,0
7825,COLOR-0657,Brightness,ovis2_34b,6,0.0017013549804687,1.0,B,5.0,0
7826,COLOR-0658,Brightness,ovis2_34b,6,1.0,0.0002307891845703,A,5.0,0
7827,COLOR-0659,Brightness,ovis2_34b,6,0.2451171875,0.75390625,B,4.0,0
7828,COLOR-0660,Brightness,ovis2_34b,6,0.9921875,0.007568359375,A,4.0,0
7829,COLOR-0661,Brightness,ovis2_34b,6,0.6796875,0.3203125,A,5.0,0
7830,COLOR-0662,Brightness,ovis2_34b,6,1.0,0.0002956390380859,A,5.0,0
7831,COLOR-0663,Brightness,ovis2_34b,6,0.796875,0.201171875,A,5.0,0
7832,COLOR-0664,Brightness,ovis2_34b,6,1.0,0.0013275146484375,A,5.0,0
7833,COLOR-0665,Brightness,ovis2_34b,6,0.53125,0.46875,A,5.0,0
7834,COLOR-0666,Brightness,ovis2_34b,6,0.029296875,0.96875,B,5.0,1
7835,COLOR-0667,Brightness,ovis2_34b,6,0.0419921875,0.95703125,B,5.0,1
7836,COLOR-0668,Brightness,ovis2_34b,6,0.62109375,0.376953125,A,5.0,0
7837,COLOR-0669,Brightness,ovis2_34b,6,0.98828125,0.00970458984375,A,5.0,0
7838,COLOR-0670,Brightness,ovis2_34b,6,0.0849609375,0.9140625,B,4.0,1
7839,COLOR-0671,Brightness,ovis2_34b,6,0.98828125,0.012451171875,A,5.0,0
7840,COLOR-0672,Brightness,ovis2_34b,6,0.9765625,0.02294921875,A,5.0,0
7841,COLOR-0673,Brightness,ovis2_34b,6,0.96875,0.029296875,A,3.0,0
7842,COLOR-0674,Brightness,ovis2_34b,6,0.000335693359375,1.0,B,5.0,0
7843,COLOR-0675,Brightness,ovis2_34b,6,0.98828125,0.012451171875,A,4.0,0
7844,COLOR-0676,Brightness,ovis2_34b,6,0.93359375,0.0673828125,A,3.0,0
7845,COLOR-0677,Brightness,ovis2_34b,6,0.8359375,0.1640625,A,5.0,0
7846,COLOR-0678,Brightness,ovis2_34b,6,1.0,0.0017013549804687,A,5.0,0
7847,COLOR-0679,Brightness,ovis2_34b,6,0.99609375,0.004608154296875,A,5.0,0
7848,COLOR-0680,Brightness,ovis2_34b,6,0.984375,0.0140380859375,A,5.0,0
7849,COLOR-0681,Brightness,ovis2_34b,6,0.0140380859375,0.984375,B,5.0,1
7850,COLOR-0682,Brightness,ovis2_34b,6,0.015869140625,0.984375,B,5.0,1
7851,COLOR-0683,Brightness,ovis2_34b,6,0.015869140625,0.984375,B,5.0,1
7852,COLOR-0684,Brightness,ovis2_34b,6,0.0419921875,0.95703125,B,5.0,1
7853,COLOR-0685,Brightness,ovis2_34b,6,0.98046875,0.0179443359375,A,5.0,0
7854,COLOR-0686,Brightness,ovis2_34b,6,0.98828125,0.012451171875,A,5.0,0
7855,COLOR-0687,Brightness,ovis2_34b,6,0.96875,0.029296875,A,4.0,0
7856,COLOR-0688,Brightness,ovis2_34b,6,0.73046875,0.26953125,A,3.0,0
7857,COLOR-0689,Brightness,ovis2_34b,6,0.98828125,0.012451171875,A,4.0,0
7858,COLOR-0690,Brightness,ovis2_34b,6,0.0008049011230468,1.0,B,5.0,0
7859,COLOR-0691,Brightness,ovis2_34b,6,0.9921875,0.006683349609375,A,4.0,0
7860,COLOR-0692,Brightness,ovis2_34b,6,0.1328125,0.8671875,B,3.0,0
7861,COLOR-0693,Brightness,ovis2_34b,6,0.890625,0.1064453125,A,5.0,0
7862,COLOR-0694,Brightness,ovis2_34b,6,0.99609375,0.0028076171875,A,5.0,0
7863,COLOR-0695,Brightness,ovis2_34b,6,0.99609375,0.0019302368164062,A,5.0,0
7864,COLOR-0696,Brightness,ovis2_34b,6,0.99609375,0.005218505859375,A,5.0,0
7865,COLOR-0697,Brightness,ovis2_34b,6,0.34765625,0.65234375,B,5.0,1
7866,COLOR-0698,Brightness,ovis2_34b,6,0.029296875,0.96875,B,5.0,1
7867,COLOR-0699,Brightness,ovis2_34b,6,0.34765625,0.65234375,B,5.0,1
7868,COLOR-0700,Brightness,ovis2_34b,6,0.037353515625,0.9609375,B,4.0,1
7869,COLOR-0701,Brightness,ovis2_34b,6,0.8359375,0.1640625,A,3.0,0
7870,COLOR-0702,Brightness,ovis2_34b,6,0.984375,0.015869140625,A,5.0,0
7871,COLOR-0703,Brightness,ovis2_34b,6,0.96875,0.029296875,A,4.0,0
7872,COLOR-0704,Brightness,ovis2_34b,6,0.98046875,0.0203857421875,A,5.0,0
7873,COLOR-0705,Brightness,ovis2_34b,6,0.0013275146484375,1.0,B,5.0,0
7874,COLOR-0706,Brightness,ovis2_34b,6,0.0009117126464843,1.0,B,5.0,0
7875,COLOR-0707,Brightness,ovis2_34b,6,0.0001792907714843,1.0,B,5.0,0
7876,COLOR-0708,Brightness,ovis2_34b,6,0.003173828125,0.99609375,B,5.0,0
7877,COLOR-0709,Brightness,ovis2_34b,6,0.5,0.5,A,3.0,0
7878,COLOR-0710,Brightness,ovis2_34b,6,1.0,0.0007095336914062,A,5.0,0
7879,COLOR-0711,Brightness,ovis2_34b,6,0.40625,0.59375,B,3.0,1
7880,COLOR-0712,Brightness,ovis2_34b,6,1.0,0.0011672973632812,A,5.0,0
7881,COLOR-0713,Brightness,ovis2_34b,6,0.46875,0.53125,B,5.0,1
7882,COLOR-0714,Brightness,ovis2_34b,6,0.02294921875,0.9765625,B,5.0,1
7883,COLOR-0715,Brightness,ovis2_34b,6,0.015869140625,0.984375,B,5.0,1
7884,COLOR-0716,Brightness,ovis2_34b,6,0.029296875,0.96875,B,5.0,1
7885,COLOR-0717,Brightness,ovis2_34b,6,0.99609375,0.0021820068359375,A,5.0,0
7886,COLOR-0718,Brightness,ovis2_34b,6,0.0419921875,0.95703125,B,4.0,1
7887,COLOR-0719,Brightness,ovis2_34b,6,0.98828125,0.012451171875,A,5.0,0
7888,COLOR-0720,Brightness,ovis2_34b,6,0.77734375,0.22265625,A,3.0,0
7889,COLOR-0721,Brightness,ovis2_34b,6,1.0,0.0005531311035156,A,4.0,0
7890,COLOR-0722,Brightness,ovis2_34b,6,0.0010299682617187,1.0,B,5.0,0
7891,COLOR-0723,Brightness,ovis2_34b,6,1.0,0.0007095336914062,A,4.0,0
7892,COLOR-0724,Brightness,ovis2_34b,6,0.0013275146484375,1.0,B,5.0,0
7893,COLOR-0725,Brightness,ovis2_34b,6,0.77734375,0.22265625,A,5.0,0
7894,COLOR-0726,Brightness,ovis2_34b,6,0.62109375,0.376953125,A,5.0,0
7895,COLOR-0727,Brightness,ovis2_34b,6,0.77734375,0.22265625,A,5.0,0
7896,COLOR-0728,Brightness,ovis2_34b,6,0.99609375,0.0028076171875,A,5.0,0
7897,COLOR-0729,Brightness,ovis2_34b,6,0.53125,0.46875,A,5.0,0
7898,COLOR-0730,Brightness,ovis2_34b,6,0.59375,0.408203125,A,5.0,0
7899,COLOR-0731,Brightness,ovis2_34b,6,0.408203125,0.59375,B,5.0,1
7900,COLOR-0732,Brightness,ovis2_34b,6,0.015869140625,0.984375,B,5.0,1
7901,COLOR-0733,Brightness,ovis2_34b,6,0.98828125,0.012451171875,A,5.0,0
7902,COLOR-0734,Brightness,ovis2_34b,6,0.3203125,0.6796875,B,5.0,1
7903,COLOR-0735,Brightness,ovis2_34b,6,0.59375,0.408203125,A,3.0,0
7904,COLOR-0736,Brightness,ovis2_34b,6,0.77734375,0.22265625,A,3.0,0
7905,COLOR-0737,Brightness,ovis2_34b,6,0.000335693359375,1.0,B,5.0,0
7906,COLOR-0738,Brightness,ovis2_34b,6,0.0001087188720703,1.0,B,5.0,0
7907,COLOR-0739,Brightness,ovis2_34b,6,0.0002956390380859,1.0,B,5.0,0
7908,COLOR-0740,Brightness,ovis2_34b,6,0.004058837890625,0.99609375,B,4.0,0
7909,COLOR-0741,Brightness,ovis2_34b,6,0.9921875,0.00592041015625,A,5.0,0
7910,COLOR-0742,Brightness,ovis2_34b,6,0.119140625,0.87890625,B,5.0,1
7911,COLOR-0743,Brightness,ovis2_34b,6,0.9921875,0.007568359375,A,5.0,0
7912,COLOR-0744,Brightness,ovis2_34b,6,1.0,0.0010299682617187,A,5.0,0
7913,COLOR-0745,Brightness,ovis2_34b,6,0.015869140625,0.984375,B,5.0,1
7914,COLOR-0746,Brightness,ovis2_34b,6,0.294921875,0.70703125,B,5.0,1
7915,COLOR-0747,Brightness,ovis2_34b,6,0.0140380859375,0.984375,B,5.0,1
7916,COLOR-0748,Brightness,ovis2_34b,6,0.3203125,0.6796875,B,5.0,1
7917,COLOR-0749,Brightness,ovis2_34b,6,0.9453125,0.053466796875,A,4.0,0
7918,COLOR-0750,Brightness,ovis2_34b,6,0.09521484375,0.90625,B,5.0,1
7919,COLOR-0751,Brightness,ovis2_34b,6,0.9140625,0.0849609375,A,4.0,0
7920,COLOR-0752,Brightness,ovis2_34b,6,0.59375,0.40625,A,3.0,0
7921,COLOR-0753,Brightness,ovis2_34b,6,0.984375,0.015869140625,A,4.0,0
7922,COLOR-0754,Brightness,ovis2_34b,6,0.0002956390380859,1.0,B,5.0,0
7923,COLOR-0755,Brightness,ovis2_34b,6,0.9921875,0.00860595703125,A,4.0,0
7924,COLOR-0756,Brightness,ovis2_34b,6,0.99609375,0.00360107421875,A,4.0,0
7925,COLOR-0757,Brightness,ovis2_34b,6,1.0,0.0007095336914062,A,5.0,0
7926,COLOR-0758,Brightness,ovis2_34b,6,1.0,0.0008049011230468,A,5.0,0
7927,COLOR-0759,Brightness,ovis2_34b,6,1.0,0.0008049011230468,A,5.0,0
7928,COLOR-0760,Brightness,ovis2_34b,6,0.73046875,0.26953125,A,5.0,0
7929,COLOR-0761,Brightness,ovis2_34b,6,0.0179443359375,0.98046875,B,5.0,1
7930,COLOR-0762,Brightness,ovis2_34b,6,0.0140380859375,0.984375,B,5.0,1
7931,COLOR-0763,Brightness,ovis2_34b,6,0.294921875,0.70703125,B,5.0,1
7932,COLOR-0764,Brightness,ovis2_34b,6,0.376953125,0.62109375,B,5.0,1
7933,COLOR-0765,Brightness,ovis2_34b,6,0.796875,0.2021484375,A,5.0,0
7934,COLOR-0766,Brightness,ovis2_34b,6,0.98828125,0.012451171875,A,5.0,0
7935,COLOR-0767,Brightness,ovis2_34b,6,0.984375,0.015869140625,A,4.0,0
7936,COLOR-0768,Brightness,ovis2_34b,6,0.9921875,0.00860595703125,A,5.0,0
7937,COLOR-0769,Brightness,ovis2_34b,7,0.0001401901245117,1.0,B,5.0,0
7938,COLOR-0770,Brightness,ovis2_34b,7,1.0,3.123283386230469e-05,A,5.0,0
7939,COLOR-0771,Brightness,ovis2_34b,7,0.99609375,0.0021820068359375,A,4.0,0
7940,COLOR-0772,Brightness,ovis2_34b,7,0.0001230239868164,1.0,B,5.0,0
7941,COLOR-0773,Brightness,ovis2_34b,7,1.0,0.0008049011230468,A,5.0,0
7942,COLOR-0774,Brightness,ovis2_34b,7,1.0,0.0002613067626953,A,5.0,0
7943,COLOR-0775,Brightness,ovis2_34b,7,0.22265625,0.77734375,B,5.0,1
7944,COLOR-0776,Brightness,ovis2_34b,7,1.0,0.0007095336914062,A,5.0,0
7945,COLOR-0777,Brightness,ovis2_34b,7,0.77734375,0.22265625,A,5.0,0
7946,COLOR-0778,Brightness,ovis2_34b,7,0.796875,0.2021484375,A,5.0,0
7947,COLOR-0779,Brightness,ovis2_34b,7,0.59375,0.408203125,A,5.0,0
7948,COLOR-0780,Brightness,ovis2_34b,7,0.73046875,0.26953125,A,5.0,0
7949,COLOR-0781,Brightness,ovis2_34b,7,0.9921875,0.00592041015625,A,5.0,0
7950,COLOR-0782,Brightness,ovis2_34b,7,0.012451171875,0.98828125,B,5.0,1
7951,COLOR-0783,Brightness,ovis2_34b,7,0.99609375,0.004608154296875,A,5.0,0
7952,COLOR-0784,Brightness,ovis2_34b,7,0.9921875,0.006683349609375,A,5.0,0
7953,COLOR-0785,Brightness,ovis2_34b,7,1.0,0.0001087188720703,A,5.0,0
7954,COLOR-0786,Brightness,ovis2_34b,7,0.0003795623779296,1.0,B,5.0,0
7955,COLOR-0787,Brightness,ovis2_34b,7,0.002471923828125,0.99609375,B,5.0,0
7956,COLOR-0788,Brightness,ovis2_34b,7,0.0003795623779296,1.0,B,5.0,0
7957,COLOR-0789,Brightness,ovis2_34b,7,0.0849609375,0.9140625,B,5.0,1
7958,COLOR-0790,Brightness,ovis2_34b,7,0.1328125,0.8671875,B,5.0,1
7959,COLOR-0791,Brightness,ovis2_34b,7,0.6796875,0.3203125,A,5.0,0
7960,COLOR-0792,Brightness,ovis2_34b,7,0.5,0.5,A,5.0,0
7961,COLOR-0793,Brightness,ovis2_34b,7,0.033203125,0.96875,B,5.0,1
7962,COLOR-0794,Brightness,ovis2_34b,7,0.65234375,0.34765625,A,5.0,0
7963,COLOR-0795,Brightness,ovis2_34b,7,0.029296875,0.96875,B,5.0,1
7964,COLOR-0796,Brightness,ovis2_34b,7,0.06005859375,0.94140625,B,5.0,1
7965,COLOR-0797,Brightness,ovis2_34b,7,0.9921875,0.00860595703125,A,5.0,0
7966,COLOR-0798,Brightness,ovis2_34b,7,0.033203125,0.96875,B,5.0,1
7967,COLOR-0799,Brightness,ovis2_34b,7,0.98828125,0.00970458984375,A,5.0,0
7968,COLOR-0800,Brightness,ovis2_34b,7,0.984375,0.015869140625,A,5.0,0
7969,COLOR-0801,Brightness,ovis2_34b,7,0.99609375,0.0019302368164062,A,4.0,0
7970,COLOR-0802,Brightness,ovis2_34b,7,0.0001230239868164,1.0,B,5.0,0
7971,COLOR-0803,Brightness,ovis2_34b,7,0.99609375,0.0021820068359375,A,4.0,0
7972,COLOR-0804,Brightness,ovis2_34b,7,0.99609375,0.0035858154296875,A,4.0,0
7973,COLOR-0805,Brightness,ovis2_34b,7,0.99609375,0.004058837890625,A,5.0,0
7974,COLOR-0806,Brightness,ovis2_34b,7,1.0,0.0011672973632812,A,5.0,0
7975,COLOR-0807,Brightness,ovis2_34b,7,1.0,0.0017013549804687,A,5.0,0
7976,COLOR-0808,Brightness,ovis2_34b,7,0.59375,0.40625,A,3.0,0
7977,COLOR-0809,Brightness,ovis2_34b,7,0.012451171875,0.98828125,B,5.0,1
7978,COLOR-0810,Brightness,ovis2_34b,7,0.0179443359375,0.98046875,B,5.0,1
7979,COLOR-0811,Brightness,ovis2_34b,7,0.408203125,0.59375,B,5.0,1
7980,COLOR-0812,Brightness,ovis2_34b,7,0.033203125,0.96875,B,5.0,1
